"accession","analysis_status","analysis_summary.0.key","analysis_summary.0.value","analysis_summary.1.key","analysis_summary.1.value","analysis_summary.2.key","analysis_summary.2.value","analysis_summary.3.key","analysis_summary.3.value","analysis_summary.4.key","analysis_summary.4.value","analysis_summary.5.key","analysis_summary.5.value","analysis_summary.6.key","analysis_summary.6.value","analysis_summary.7.key","analysis_summary.7.value","analysis_summary.8.key","analysis_summary.8.value","analysis_summary.9.key","analysis_summary.9.value","assembly","complete_time","downloads","experiment_type","instrument_model","instrument_platform","is_private","last_update","mgx_accession","pipeline_version","run","sample","study","url"
"MGYA00216621","completed","Submitted nucleotide sequences","26220555","Nucleotide sequences after format-specific filtering","26167219","Nucleotide sequences after length filtering","23599430","Nucleotide sequences after undetermined bases filtering","23598239","Reads with predicted CDS","22611814","Reads with predicted RNA","92460","Reads with InterProScan match","10436313","Predicted CDS","22946812","Predicted CDS with InterProScan match","10451875","Total InterProScan matches","17244204","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592342?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426851?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216621?format=csv"
"MGYA00216622","completed","Submitted nucleotide sequences","50305427","Nucleotide sequences after format-specific filtering","50239674","Nucleotide sequences after length filtering","46770377","Nucleotide sequences after undetermined bases filtering","46764891","Reads with predicted CDS","44656588","Reads with predicted RNA","259033","Reads with InterProScan match","20858645","Predicted CDS","45164726","Predicted CDS with InterProScan match","20884377","Total InterProScan matches","34165035","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713380?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426827?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216622?format=csv"
"MGYA00216623","completed","Submitted nucleotide sequences","8938662","Nucleotide sequences after format-specific filtering","8923924","Nucleotide sequences after length filtering","7734441","Nucleotide sequences after undetermined bases filtering","7734251","Reads with predicted CDS","7415345","Reads with predicted RNA","33377","Reads with InterProScan match","3121773","Predicted CDS","7435531","Predicted CDS with InterProScan match","3122691","Total InterProScan matches","4920489","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725965?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426792?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216623?format=csv"
"MGYA00216624","completed","Submitted nucleotide sequences","13211606","Nucleotide sequences after format-specific filtering","13191791","Nucleotide sequences after length filtering","12250583","Nucleotide sequences after undetermined bases filtering","12249052","Reads with predicted CDS","11767393","Reads with predicted RNA","50858","Reads with InterProScan match","5388159","Predicted CDS","11911614","Predicted CDS with InterProScan match","5395616","Total InterProScan matches","8886263","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713348?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426795?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216624?format=csv"
"MGYA00216625","completed","Submitted nucleotide sequences","8399142","Nucleotide sequences after format-specific filtering","8381709","Nucleotide sequences after length filtering","7259889","Nucleotide sequences after undetermined bases filtering","7259703","Reads with predicted CDS","6896173","Reads with predicted RNA","37476","Reads with InterProScan match","2983072","Predicted CDS","6915653","Predicted CDS with InterProScan match","2983905","Total InterProScan matches","4686551","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725939?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426779?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216625?format=csv"
"MGYA00216626","completed","Submitted nucleotide sequences","13112864","Nucleotide sequences after format-specific filtering","13095540","Nucleotide sequences after length filtering","11538480","Nucleotide sequences after undetermined bases filtering","11538154","Reads with predicted CDS","11060697","Reads with predicted RNA","41041","Reads with InterProScan match","4402371","Predicted CDS","11103582","Predicted CDS with InterProScan match","4404257","Total InterProScan matches","6933568","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725996?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426825?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216626?format=csv"
"MGYA00216627","completed","Submitted nucleotide sequences","60310472","Nucleotide sequences after format-specific filtering","60233193","Nucleotide sequences after length filtering","56214669","Nucleotide sequences after undetermined bases filtering","56207612","Reads with predicted CDS","53497782","Reads with predicted RNA","310589","Reads with InterProScan match","23460908","Predicted CDS","54256361","Predicted CDS with InterProScan match","23492484","Total InterProScan matches","38602544","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713331?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426778?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216627?format=csv"
"MGYA00216628","completed","Submitted nucleotide sequences","45264187","Nucleotide sequences after format-specific filtering","45181983","Nucleotide sequences after length filtering","34313422","Nucleotide sequences after undetermined bases filtering","34312834","Reads with predicted CDS","32511574","Reads with predicted RNA","153320","Reads with InterProScan match","13182352","Predicted CDS","32725381","Predicted CDS with InterProScan match","13194305","Total InterProScan matches","21058033","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592253?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426794?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216628?format=csv"
"MGYA00216629","completed","Submitted nucleotide sequences","18797580","Nucleotide sequences after format-specific filtering","18771890","Nucleotide sequences after length filtering","14816671","Nucleotide sequences after undetermined bases filtering","14816155","Reads with predicted CDS","14011747","Reads with predicted RNA","62514","Reads with InterProScan match","5686601","Predicted CDS","14157209","Predicted CDS with InterProScan match","5693469","Total InterProScan matches","9127619","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592270?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426835?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216629?format=csv"
"MGYA00216630","completed","Submitted nucleotide sequences","93580813","Nucleotide sequences after format-specific filtering","93463792","Nucleotide sequences after length filtering","86659544","Nucleotide sequences after undetermined bases filtering","86650508","Reads with predicted CDS","83240062","Reads with predicted RNA","358054","Reads with InterProScan match","38117379","Predicted CDS","84440381","Predicted CDS with InterProScan match","38180337","Total InterProScan matches","63221767","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713405?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426852?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216630?format=csv"
"MGYA00216631","completed","Submitted nucleotide sequences","34576767","Nucleotide sequences after format-specific filtering","34526870","Nucleotide sequences after length filtering","32000760","Nucleotide sequences after undetermined bases filtering","31997046","Reads with predicted CDS","30654274","Reads with predicted RNA","236869","Reads with InterProScan match","14996925","Predicted CDS","31009649","Predicted CDS with InterProScan match","15016137","Total InterProScan matches","24576651","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713365?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426812?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216631?format=csv"
"MGYA00216632","completed","Submitted nucleotide sequences","9399053","Nucleotide sequences after format-specific filtering","9381005","Nucleotide sequences after length filtering","8619323","Nucleotide sequences after undetermined bases filtering","8618329","Reads with predicted CDS","8209462","Reads with predicted RNA","38423","Reads with InterProScan match","3812066","Predicted CDS","8303122","Predicted CDS with InterProScan match","3816848","Total InterProScan matches","6241112","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713333?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426780?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216632?format=csv"
"MGYA00216633","completed","Submitted nucleotide sequences","36653149","Nucleotide sequences after format-specific filtering","36586350","Nucleotide sequences after length filtering","27246611","Nucleotide sequences after undetermined bases filtering","27246002","Reads with predicted CDS","26091696","Reads with predicted RNA","75479","Reads with InterProScan match","9134971","Predicted CDS","26296171","Predicted CDS with InterProScan match","9143705","Total InterProScan matches","14465439","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592249?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426785?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216633?format=csv"
"MGYA00216634","completed","Submitted nucleotide sequences","19927882","Nucleotide sequences after format-specific filtering","19891300","Nucleotide sequences after length filtering","16988170","Nucleotide sequences after undetermined bases filtering","16987741","Reads with predicted CDS","16158010","Reads with predicted RNA","94554","Reads with InterProScan match","6765011","Predicted CDS","16191603","Predicted CDS with InterProScan match","6766247","Total InterProScan matches","10661662","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725966?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426794?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216634?format=csv"
"MGYA00216635","completed","Submitted nucleotide sequences","46706317","Nucleotide sequences after format-specific filtering","46640407","Nucleotide sequences after length filtering","43388790","Nucleotide sequences after undetermined bases filtering","43383695","Reads with predicted CDS","41689451","Reads with predicted RNA","183813","Reads with InterProScan match","19074605","Predicted CDS","42135283","Predicted CDS with InterProScan match","19098889","Total InterProScan matches","31383483","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713345?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426792?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216635?format=csv"
"MGYA00216636","completed","Submitted nucleotide sequences","23710379","Nucleotide sequences after format-specific filtering","23680020","Nucleotide sequences after length filtering","21035844","Nucleotide sequences after undetermined bases filtering","21035293","Reads with predicted CDS","20011461","Reads with predicted RNA","119610","Reads with InterProScan match","8787373","Predicted CDS","20071888","Predicted CDS with InterProScan match","8789780","Total InterProScan matches","13812817","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726009?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426842?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216636?format=csv"
"MGYA00216637","completed","Submitted nucleotide sequences","5763257","Nucleotide sequences after format-specific filtering","5755408","Nucleotide sequences after length filtering","5396212","Nucleotide sequences after undetermined bases filtering","5395544","Reads with predicted CDS","5183303","Reads with predicted RNA","15682","Reads with InterProScan match","2256355","Predicted CDS","5263463","Predicted CDS with InterProScan match","2260084","Total InterProScan matches","3740881","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713361?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426808?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216637?format=csv"
"MGYA00216638","completed","Submitted nucleotide sequences","3718305","Nucleotide sequences after format-specific filtering","3714221","Nucleotide sequences after length filtering","3479012","Nucleotide sequences after undetermined bases filtering","3478847","Reads with predicted CDS","3325838","Reads with predicted RNA","17238","Reads with InterProScan match","1379410","Predicted CDS","3340147","Predicted CDS with InterProScan match","1380116","Total InterProScan matches","2186735","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726024?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426851?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216638?format=csv"
"MGYA00216639","completed","Submitted nucleotide sequences","12438007","Nucleotide sequences after format-specific filtering","12423314","Nucleotide sequences after length filtering","11005410","Nucleotide sequences after undetermined bases filtering","11005295","Reads with predicted CDS","10486962","Reads with predicted RNA","57868","Reads with InterProScan match","4245071","Predicted CDS","10514119","Predicted CDS with InterProScan match","4246124","Total InterProScan matches","6630168","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725991?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426822?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216639?format=csv"
"MGYA00216640","completed","Submitted nucleotide sequences","5614493","Nucleotide sequences after format-specific filtering","5605075","Nucleotide sequences after length filtering","5112291","Nucleotide sequences after undetermined bases filtering","5112239","Reads with predicted CDS","4869688","Reads with predicted RNA","40626","Reads with InterProScan match","2479343","Predicted CDS","4952152","Predicted CDS with InterProScan match","2483284","Total InterProScan matches","4189712","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592339?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426840?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216640?format=csv"
"MGYA00216641","completed","Submitted nucleotide sequences","5433598","Nucleotide sequences after format-specific filtering","5425510","Nucleotide sequences after length filtering","4821606","Nucleotide sequences after undetermined bases filtering","4821489","Reads with predicted CDS","4557156","Reads with predicted RNA","42536","Reads with InterProScan match","2114387","Predicted CDS","4570060","Predicted CDS with InterProScan match","2114917","Total InterProScan matches","3346412","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726007?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426840?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216641?format=csv"
"MGYA00216642","completed","Submitted nucleotide sequences","62939850","Nucleotide sequences after format-specific filtering","62858695","Nucleotide sequences after length filtering","58457493","Nucleotide sequences after undetermined bases filtering","58450830","Reads with predicted CDS","56112244","Reads with predicted RNA","286093","Reads with InterProScan match","24378212","Predicted CDS","56681323","Predicted CDS with InterProScan match","24408368","Total InterProScan matches","39781735","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713362?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426809?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216642?format=csv"
"MGYA00216643","completed","Submitted nucleotide sequences","6293102","Nucleotide sequences after format-specific filtering","6286682","Nucleotide sequences after length filtering","5866068","Nucleotide sequences after undetermined bases filtering","5865830","Reads with predicted CDS","5633906","Reads with predicted RNA","21447","Reads with InterProScan match","2171850","Predicted CDS","5650050","Predicted CDS with InterProScan match","2172499","Total InterProScan matches","3408840","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726021?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426850?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216643?format=csv"
"MGYA00216644","completed","Submitted nucleotide sequences","52468118","Nucleotide sequences after format-specific filtering","52403526","Nucleotide sequences after length filtering","48978413","Nucleotide sequences after undetermined bases filtering","48972773","Reads with predicted CDS","46731985","Reads with predicted RNA","259387","Reads with InterProScan match","21869137","Predicted CDS","47451712","Predicted CDS with InterProScan match","21901114","Total InterProScan matches","36168815","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713363?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426810?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216644?format=csv"
"MGYA00216645","completed","Submitted nucleotide sequences","29398390","Nucleotide sequences after format-specific filtering","29374386","Nucleotide sequences after length filtering","27685967","Nucleotide sequences after undetermined bases filtering","27684730","Reads with predicted CDS","26574403","Reads with predicted RNA","105284","Reads with InterProScan match","10698321","Predicted CDS","26652333","Predicted CDS with InterProScan match","10701481","Total InterProScan matches","16805950","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726032?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426858?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216645?format=csv"
"MGYA00216646","completed","Submitted nucleotide sequences","32474919","Nucleotide sequences after format-specific filtering","32449589","Nucleotide sequences after length filtering","30672791","Nucleotide sequences after undetermined bases filtering","30671379","Reads with predicted CDS","29214442","Reads with predicted RNA","151499","Reads with InterProScan match","11961287","Predicted CDS","29308691","Predicted CDS with InterProScan match","11965030","Total InterProScan matches","18774725","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726016?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426848?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216646?format=csv"
"MGYA00216647","completed","Submitted nucleotide sequences","65121644","Nucleotide sequences after format-specific filtering","65033221","Nucleotide sequences after length filtering","60415985","Nucleotide sequences after undetermined bases filtering","60408982","Reads with predicted CDS","58066980","Reads with predicted RNA","205456","Reads with InterProScan match","24077924","Predicted CDS","58678163","Predicted CDS with InterProScan match","24106547","Total InterProScan matches","39407007","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713370?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426817?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216647?format=csv"
"MGYA00216648","completed","Submitted nucleotide sequences","92136815","Nucleotide sequences after format-specific filtering","92043454","Nucleotide sequences after length filtering","86706453","Nucleotide sequences after undetermined bases filtering","86694590","Reads with predicted CDS","81253006","Reads with predicted RNA","787864","Reads with InterProScan match","39136922","Predicted CDS","82687716","Predicted CDS with InterProScan match","39209935","Total InterProScan matches","65915372","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713386?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426833?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216648?format=csv"
"MGYA00216649","completed","Submitted nucleotide sequences","21891785","Nucleotide sequences after format-specific filtering","21862310","Nucleotide sequences after length filtering","19175021","Nucleotide sequences after undetermined bases filtering","19174540","Reads with predicted CDS","18322394","Reads with predicted RNA","78043","Reads with InterProScan match","6944684","Predicted CDS","18366991","Predicted CDS with InterProScan match","6946253","Total InterProScan matches","10776679","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726003?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426836?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216649?format=csv"
"MGYA00216650","completed","Submitted nucleotide sequences","9492080","Nucleotide sequences after format-specific filtering","9473362","Nucleotide sequences after length filtering","8229005","Nucleotide sequences after undetermined bases filtering","8228791","Reads with predicted CDS","7819312","Reads with predicted RNA","33219","Reads with InterProScan match","3052866","Predicted CDS","7845505","Predicted CDS with InterProScan match","3053935","Total InterProScan matches","4789397","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726004?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426837?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216650?format=csv"
"MGYA00216651","completed","Submitted nucleotide sequences","38313418","Nucleotide sequences after format-specific filtering","38251605","Nucleotide sequences after length filtering","29252829","Nucleotide sequences after undetermined bases filtering","29252159","Reads with predicted CDS","27876393","Reads with predicted RNA","131141","Reads with InterProScan match","11638432","Predicted CDS","28096175","Predicted CDS with InterProScan match","11650895","Total InterProScan matches","18599934","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592255?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426803?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216651?format=csv"
"MGYA00216652","completed","Submitted nucleotide sequences","20261932","Nucleotide sequences after format-specific filtering","20237852","Nucleotide sequences after length filtering","18044399","Nucleotide sequences after undetermined bases filtering","18044232","Reads with predicted CDS","17077433","Reads with predicted RNA","146194","Reads with InterProScan match","7408583","Predicted CDS","17130687","Predicted CDS with InterProScan match","7410754","Total InterProScan matches","11640929","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725989?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426821?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216652?format=csv"
"MGYA00216653","completed","Submitted nucleotide sequences","13677898","Nucleotide sequences after format-specific filtering","13666987","Nucleotide sequences after length filtering","12890068","Nucleotide sequences after undetermined bases filtering","12889459","Reads with predicted CDS","12382106","Reads with predicted RNA","48793","Reads with InterProScan match","5221321","Predicted CDS","12423732","Predicted CDS with InterProScan match","5223028","Total InterProScan matches","8189040","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725962?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426790?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216653?format=csv"
